"st.code","cnty.code","all.poverty","poverty.lwr.bound","med.inc","med.inc.lwr","med.inc.uppr"
"18","155",179,367,1781,1739,1801
"18","157",3731,1451,1625,1757,1503
"18","159",144,148,2453,2367,2534
"18","161",98,2498,1760,1620,1885
"18","163",3098,1199,1204,1387,1043
"18","165",213,567,1418,1505,1340
"18","167",1991,621,1035,1203,883
"18","169",462,1623,1501,1483,1536
"18","171",81,2235,2508,2407,2587
"18","173",492,1636,2834,2822,2879
"18","175",445,1514,1332,1336,1318
"18","177",1157,2738,988,1180,830
"18","179",291,1021,2126,2090,2194
"18","181",268,892,2080,2131,2080
"18","183",308,1104,2652,2730,2605
"19","001",75,2132,1832,1822,1859
"19","003",46,1496,2206,2313,2112
"19","005",170,305,1516,1432,1597
"19","007",219,598,931,1031,863
"19","009",62,1919,2010,1870,2172
"19","011",222,647,2762,2752,2782
"19","013",1841,507,2145,2268,2043
"19","015",267,918,2393,2356,2449
"19","017",173,380,2781,2747,2815
"19","019",220,640,2499,2422,2568
"19","021",241,729,2078,2107,2097
"19","023",145,184,2237,2186,2303
"19","025",126,51,1952,1843,2094
"19","027",200,547,2246,2124,2368
"19","029",171,318,1615,1603,1628
"19","031",143,155,2735,2758,2743
"19","033",504,1695,1964,1917,2041
"19","035",109,2588,2306,2163,2415
"19","037",118,2679,2088,2086,2116
"19","039",130,75,1537,1405,1653
"19","041",185,445,2167,2012,2311
"19","043",187,421,1908,1940,1912
"19","045",605,1913,1861,1775,1962
"19","047",196,465,2052,2101,2026
"19","049",474,1613,2990,2987,3020
"19","051",133,55,1682,1613,1749
"19","053",158,267,545,486,605
"19","055",153,178,2513,2389,2609
"19","057",620,1983,1524,1524,1531
"19","059",123,2709,2542,2540,2553
"19","061",1065,2673,2470,2501,2461
"19","063",107,2579,1747,1626,1867
"19","065",280,984,1553,1580,1516
"19","067",201,513,1840,1690,1995
"19","069",123,2754,2114,2033,2220
"19","071",80,2241,2391,2263,2497
"19","073",119,2740,1916,1818,2047
"19","075",81,2270,2729,2669,2796
"19","077",130,89,1955,1866,2077
"19","079",140,63,2355,2408,2335
"19","081",91,2386,2591,2598,2615
"19","083",191,440,2331,2338,2337
"19","085",154,229,2299,2211,2367
"19","087",248,792,2048,1984,2121
"19","089",112,2650,1993,1931,2085
"19","091",95,2454,1974,1837,2135
"19","093",75,2155,2372,2256,2477
"19","095",121,2724,2608,2558,2697
"19","097",217,586,2043,2079,2029
"19","099",392,1376,2287,2228,2347
"19","101",267,874,1013,911,1149
"19","103",2139,757,2685,2689,2708
"19","105",223,700,2171,2144,2215
"19","107",136,97,1841,1708,1984
"19","109",144,126,2313,2180,2413
"19","111",599,1968,1452,1406,1510
"19","113",1977,570,2788,2811,2760
"19","115",121,2734,2100,2073,2155
"19","117",137,85,1200,1130,1292
"19","119",90,2372,2748,2735,2786
"19","121",135,84,2775,2742,2808
"19","123",279,959,1870,1806,1954
"19","125",353,1275,2562,2539,2597
"19","127",511,1643,2037,2164,1941
"19","129",138,81,2663,2637,2716
"19","131",120,2735,2275,2156,2377
"19","133",125,2778,1281,1168,1368
"19","135",91,2367,1450,1391,1522
"19","137",196,583,1149,1059,1242
"19","139",479,1581,2413,2438,2418
"19","141",141,141,2515,2515,2520
"19","143",55,1727,2154,1983,2318
"19","145",205,513,1702,1605,1786
"19","147",100,2505,2069,1942,2222
"19","149",186,413,2789,2715,2838
"19","151",89,2423,1969,1881,2086
"19","153",5897,2046,2725,2796,2666
"19","155",1112,2701,2208,2183,2248
"19","157",206,569,2293,2159,2398
"19","159",80,2249,1234,1155,1321
"19","161",106,2582,1957,2099,1850
"19","163",2043,616,2450,2551,2354
"19","165",111,2654,2491,2364,2585
"19","167",240,736,2693,2731,2692
"19","169",1627,435,2225,2137,2322
"19","171",221,688,2449,2507,2411
"19","173",79,2211,1655,1563,1736
"19","175",156,224,1480,1525,1446
"19","177",106,2563,1196,1114,1307
"19","179",570,1849,1187,1194,1175
"19","181",292,949,2861,2852,2894
"19","183",221,636,2527,2527,2536
"19","185",105,2585,1143,1088,1207
"19","187",555,1859,1324,1375,1275
"19","189",105,2587,2076,1990,2190
"19","191",174,314,2516,2511,2528
"19","193",1515,270,1568,1638,1492
"19","195",82,2306,2040,1911,2186
"19","197",151,235,2021,1865,2192
"20","001",226,683,798,784,822
"20","003",110,2617,1532,1394,1652
"20","005",266,888,1400,1254,1528
"20","007",60,1887,2183,2035,2328
"20","009",473,1673,1705,1595,1799
"20","011",263,859,723,670,778
"20","013",168,343,1582,1544,1604
"20","015",719,2161,2691,2677,2731
"20","017",33,1131,1716,1539,1875
"20","019",55,1756,792,734,878
"20","021",357,1220,961,1063,902
"20","023",30,1007,1114,1009,1218
"20","025",27,873,1784,1606,1940
"20","027",88,2351,2322,2267,2364
"20","029",125,2773,1211,1150,1298
"20","031",90,2439,2495,2371,2588
"20","033",21,542,1530,1382,1660
"20","035",508,1680,1508,1482,1546
"20","037",776,2309,735,758,713
"20","039",38,1311,1067,951,1184
"20","041",211,601,1769,1678,1843
"20","043",110,2650,1780,1643,1902
"20","045",2096,734,1932,1995,1900
"20","047",31,1045,1935,1930,1961
"20","049",46,1504,521,473,553
"20","051",364,1285,1956,1860,2084
"20","053",67,2050,1709,1558,1829
"20","055",687,2151,1872,1849,1914
"20","057",510,1710,2123,2011,2245
"20","059",332,1164,2081,2091,2108
"20","061",496,1703,1027,1109,966
"20","063",27,905,2094,2157,2083
"20","065",30,1007,1529,1374,1666
"20","067",84,2290,2695,2662,2752
"20","069",49,1610,2626,2563,2713
"20","071",13,87,2295,2128,2430
"20","073",104,2598,839,799,927
"20","075",33,1124,1788,1660,1911
"20","077",73,2093,2062,2055,2103
"20","079",426,1524,2457,2381,2527
"20","081",43,1450,2670,2614,2754
"20","083",16,277,2253,2093,2385
"20","085",137,69,2363,2295,2439
"20","087",174,347,2559,2560,2566
"20","089",40,1374,1384,1282,1479
"20","091",3731,1413,2969,2990,2974
"20","093",46,1517,2344,2231,2443
"20","095",83,2270,2340,2234,2432
"20","097",30,1023,1632,1516,1745
"20","099",375,1310,977,1033,943
"20","101",18,394,2360,2187,2501
"20","103",785,2295,2830,2841,2851
"20","105",39,1344,1478,1346,1593
"20","107",138,95,1433,1280,1569
"20","109",26,873,1995,1829,2177
"20","111",572,1871,1257,1320,1212
"20","113",247,771,2600,2592,2644
"20","115",136,106,1789,1680,1891
"20","117",109,2625,1797,1697,1910
"20","119",49,1675,2371,2197,2513
"20","121",306,1082,2804,2787,2839
"20","123",67,2028,1875,1705,2054
"20","125",588,1908,1171,1208,1111
"20","127",70,2062,1460,1337,1576
"20","129",33,1126,2475,2320,2581
"20","131",97,2518,2389,2292,2490
"20","133",280,970,1079,1118,1046
"20","135",30,1003,2204,2043,2363
"20","137",63,1928,1472,1351,1583
"20","139",202,546,2286,2353,2231
"20","141",47,1538,766,802,736
"20","143",62,1930,2285,2138,2408
"20","145",81,2245,1748,1568,1908
"20","147",62,1883,1589,1492,1678
"20","149",226,704,2827,2853,2828
"20","151",97,2475,2433,2361,2504
"20","153",29,994,1481,1349,1600
"20","155",957,2523,1660,1698,1617
"20","157",59,1879,1186,1076,1306
"20","159",136,119,1922,1798,2076
"20","161",1337,189,1651,1630,1682
"20","163",60,1887,1848,1892,1819
"20","165",37,1256,1267,1148,1373
"20","167",91,2380,1542,1534,1553
"20","169",704,2112,1855,2033,1708
"20","171",41,1365,2518,2383,2624
"20","173",7353,2346,2125,2325,1948
"20","175",361,1270,1756,1701,1796
"20","177",2605,976,2295,2366,2227
"20","179",27,873,2240,2097,2370
"20","181",96,2476,1271,1149,1376
"20","183",50,1669,1040,964,1135
"20","185",59,1909,1599,1490,1701
"20","187",23,696,2544,2409,2665
"20","189",55,1733,2674,2597,2778
"20","191",306,1085,2260,2177,2348
"20","193",85,2336,2070,1899,2254
"20","195",27,911,1690,1580,1795
"20","197",66,1990,2649,2578,2748
"20","199",17,356,1914,1742,2106
"20","201",59,1872,1293,1286,1296
"20","203",24,746,2343,2162,2486
"20","205",147,172,844,830,914
"20","207",56,1854,431,393,487
"20","209",3907,1490,589,775,442
"21","001",464,1561,153,142,173
"21","003",381,1283,846,794,941
"21","005",245,762,2403,2328,2482
"21","007",135,116,1457,1413,1501
"21","009",824,2311,646,742,559
"21","011",273,900,315,315,328
"21","013",895,2427,19,13,25
"21","015",1000,2548,2852,2849,2885
"21","017",377,1349,1225,1235,1240
"21","019",1070,2697,902,986,851
"21","021",462,1540,1080,1040,1127
"21","023",154,273,1132,997,1251
"21","025",434,1485,67,63,73
"21","027",374,1276,1082,1001,1162
"21","029",947,2550,2448,2490,2425
"21","031",259,878,404,490,344
"21","033",228,651,1206,1198,1232
"21","035",705,2120,654,701,609
"21","037",1172,2767,2244,2242,2256
"21","039",83,2305,962,938,1012
"21","041",213,622,1334,1174,1472
"21","043",632,1980,390,425,365
"21","045",469,1606,80,74,93
"21","047",1486,276,542,659,476
"21","049",561,1825,1907,1957,1887
"21","051",726,2140,20,16,26
"21","053",256,809,62,55,72
"21","055",182,401,715,651,777
"21","057",184,426,71,66,85
"21","059",1437,221,1312,1367,1252
"21","061",236,722,743,738,749
"21","063",213,583,113,108,125
"21","065",425,1473,107,96,120
"21","067",5900,2055,1866,1965,1776
"21","069",279,923,464,430,507
"21","071",1170,2776,100,105,102
"21","073",618,1903,1950,1914,2011
"21","075",181,415,119,102,138
"21","077",141,114,1550,1475,1606
"21","079",300,1040,1337,1295,1358
"21","081",410,1379,1623,1558,1689
"21","083",655,2040,801,950,692
"21","085",548,1778,453,421,493
"21","087",233,715,279,246,321
"21","089",584,1881,1189,1270,1107
"21","091",119,2719,2050,1901,2204
"21","093",1490,247,2056,2076,2057
"21","095",943,2553,33,33,35
"21","097",338,1239,1061,1000,1125
"21","099",420,1427,688,770,611
"21","101",822,2368,1258,1258,1268
"21","103",281,1010,1352,1266,1424
"21","105",82,2252,1089,957,1222
"21","107",759,2206,1192,1256,1128
"21","109",351,1173,73,68,84
"21","111",12485,160,1836,2060,1626
"21","113",719,2145,2134,2085,2202
"21","115",581,1874,323,299,364
"21","117",2492,940,2436,2452,2440
"21","119",511,1711,53,48,55
"21","121",1082,2683,28,30,32
"21","123",248,779,915,858,1008
"21","125",1461,248,361,380,352
"21","127",404,1378,231,206,248
"21","129",229,638,23,18,29
"21","131",351,1239,54,46,62
"21","133",694,2139,66,64,69
"21","135",470,1655,102,90,115
"21","137",665,2125,417,409,445
"21","139",129,2778,1236,1113,1370
"21","141",448,1532,1024,1073,998
"21","143",110,2590,1265,1211,1317
"21","145",1121,2706,1031,981,1101
"21","147",752,2258,17,12,24
"21","149",158,244,1177,1085,1278
"21","151",1594,349,1416,1341,1484
"21","153",385,1292,82,72,95
"21","155",406,1424,791,732,869
"21","157",397,1367,1563,1506,1602
"21","159",440,1495,47,37,56
"21","161",311,1044,910,833,1030
"21","163",361,1234,2248,2223,2286
"21","165",166,287,128,112,146
"21","167",372,1345,1369,1291,1438
"21","169",248,793,110,100,122
"21","171",274,924,101,94,110
"21","173",562,1866,1021,922,1142
"21","175",348,1221,131,114,147
"21","177",636,1995,772,790,765
"21","179",561,1786,2420,2475,2383
"21","181",134,55,584,515,651
"21","183",463,1581,707,681,734
"21","185",321,1077,3040,3049,3065
"21","187",184,386,1336,1225,1430
"21","189",198,522,15,9,21
"21","191",222,626,1714,1561,1844
"21","193",740,2182,143,127,164
"21","195",1679,405,216,261,185
"21","197",324,1121,228,199,246
"21","199",1633,392,225,277,184
"21","201",49,1602,605,532,684
"21","203",395,1361,289,282,297
"21","205",495,1598,606,560,658
"21","207",460,1585,276,358,234
"21","209",540,1738,2768,2755,2783
"21","211",554,1802,2582,2557,2635
"21","213",261,840,1521,1435,1601
"21","215",154,215,2864,2825,2927
"21","217",633,2054,357,337,395
"21","219",236,701,878,806,988
"21","221",221,596,1446,1349,1551
"21","223",140,115,1677,1513,1827
"21","225",283,985,1389,1290,1477
"21","227",2090,686,1900,1982,1837
"21","229",228,767,873,809,981
"21","231",525,1688,114,146,103
"21","233",222,667,1255,1161,1347
"21","235",1009,2603,137,143,132
"21","237",255,847,26,21,33
"21","239",281,948,2563,2533,2613
"22","001",1352,138,912,869,987
"22","003",483,1622,556,705,460
"22","005",1587,335,2860,2854,2890
"22","007",406,1356,1631,1610,1657
"22","009",963,2492,310,296,326
"22","011",655,2068,1366,1274,1447
"22","013",370,1328,247,243,257
"22","015",1752,428,2122,2226,2058
"22","017",5951,2036,849,925,816
"22","019",3559,1350,1601,1696,1507
"22","021",216,607,505,454,552
"22","023",80,2216,2657,2660,2688
"22","025",215,560,314,292,342
"22","027",378,1274,420,394,461
"22","029",585,1929,168,153,192
"22","031",629,2026,953,1004,924
"22","033",8027,2404,1684,1823,1571
"22","035",275,902,21,19,27
"22","037",354,1212,1101,980,1211
"22","039",775,2231,213,204,229
"22","041",571,1911,199,180,209
"22","043",441,1548,957,902,1055
"22","045",1413,144,1515,1596,1441
"22","047",586,1813,1755,1784,1726
"22","049",367,1341,594,525,660
"22","051",6833,2208,1715,1898,1535
"22","053",670,2095,681,683,682
"22","055",3480,1279,2147,2317,1993
"22","057",1690,432,1757,1691,1806
"22","059",244,759,1392,1229,1543
"22","061",1269,123,233,295,187
"22","063",1649,331,2636,2651,2660
"22","065",425,1443,40,32,46
"22","067",760,2294,115,131,109
"22","069",1150,11,347,332,381
"22","071",10385,2742,427,609,300
"22","073",3561,1347,983,1141,865
"22","075",371,1288,2144,2002,2277
"22","077",407,1366,1429,1330,1515
"22","079",2548,907,928,1020,870
"22","081",214,559,259,232,286
"22","083",493,1611,536,583,514
"22","085",502,1741,826,801,894
"22","087",786,2243,1564,1667,1465
"22","089",627,1931,2714,2656,2784
"22","091",251,819,392,350,439
"22","093",345,1141,1768,1669,1855
"22","095",899,2466,1736,1711,1750
"22","097",2485,942,217,205,235
"22","099",946,2455,1678,1703,1648
"22","101",1139,2736,1153,1151,1137
"22","103",2729,996,2800,2806,2798
"22","105",2772,1006,865,927,847
"22","107",153,231,49,40,57
"22","109",2332,843,1910,1875,1970
"22","111",483,1649,780,741,841
"22","113",1077,2634,1527,1474,1581
"22","115",691,2082,1673,1840,1519
"22","117",1297,112,89,86,94
"22","119",868,2373,480,460,501
"22","121",501,1737,2169,2036,2302
"22","123",249,765,300,267,345
"22","125",241,728,2354,2193,2494
"22","127",348,1226,534,467,600
"23","001",1612,351,1675,1741,1609
"23","003",1360,205,486,622,391
"23","005",3025,1148,2736,2795,2698
"23","007",459,1528,1003,1052,989
"23","009",688,2094,1584,1645,1527
"23","011",1625,338,1555,1548,1557
"23","013",531,1753,2009,2098,1953
"23","015",395,1334,1799,1798,1817
"23","017",908,2489,889,917,897
"23","019",2633,1009,1217,1321,1126
"23","021",340,1242,579,660,513
"23","023",364,1234,2490,2429,2555
"23","025",868,2398,781,811,763
"23","027",575,1867,1664,1793,1554
"23","029",572,1892,690,814,562
"23","031",2213,755,2481,2556,2420
"24","001",1206,35,848,980,770
"24","003",3663,1302,3029,3039,3046
"24","005",7893,2370,2867,2905,2860
"24","009",644,2003,3041,3045,3069
"24","011",510,1700,1965,2042,1924
"24","013",967,2497,3017,3027,3037
"24","015",1075,2632,2774,2786,2764
"24","017",1100,2627,3030,3031,3052
"24","019",560,1785,1175,1093,1273
"24","021",1567,280,3011,3023,3031
"24","023",361,1178,1766,1826,1696
"24","025",1966,572,2992,3010,3007
"24","027",1881,489,6,3,13
"24","029",254,756,2332,2219,2426
"24","031",7321,2274,3048,3055,3071
"24","033",9106,2549,2921,2956,2916
"24","035",362,1174,3000,3001,3026
"24","037",923,2436,3018,3025,3042
"24","039",519,1636,718,768,691
"24","041",433,1482,2441,2416,2485
"24","043",1941,550,2427,2488,2378
"24","045",1631,344,2205,2346,2089
"24","047",606,1916,2494,2531,2474
"24","510",13978,285,1130,1307,926
"25","001",1880,466,2806,2836,2805
"25","003",1603,322,1998,2072,1953
"25","005",6655,2197,2594,2676,2521
"25","007",154,210,2730,2644,2816
"25","009",8052,2432,2898,2933,2888
"25","011",839,2393,2377,2402,2373
"25","013",8017,2443,1913,2080,1772
"25","015",2080,698,2595,2602,2620
"25","017",13468,262,3013,3029,3028
"25","019",76,2152,3006,3004,3049
"25","021",4399,1599,3036,3048,3056
"25","023",4212,1508,2951,2975,2958
"25","025",15518,417,2401,2536,2253
"25","027",9061,2570,2824,2873,2792
"26","001",180,448,509,590,464
"26","003",131,44,1525,1495,1558
"26","005",1285,94,2398,2429,2387
"26","007",479,1642,693,727,672
"26","009",299,1057,1579,1631,1530
"26","011",301,1125,519,537,518
"26","013",120,2713,1098,1058,1136
"26","015",597,1904,2571,2585,2571
"26","017",1761,490,1608,1706,1512
"26","019",204,538,1892,1924,1888
"26","021",2684,1008,1393,1542,1254
"26","023",631,1993,1640,1718,1568
"26","025",2019,656,1596,1738,1453
"26","027",755,2237,1813,1897,1740
"26","029",324,1154,1807,1769,1861
"26","031",405,1409,1135,1192,1062
"26","033",662,2094,778,866,714
"26","035",737,2262,359,428,306
"26","037",761,2316,2709,2713,2733
"26","039",223,628,1014,1012,1042
"26","041",533,1773,1299,1277,1313
"26","043",367,1305,1506,1504,1520
"26","045",1049,2653,2564,2642,2493
"26","047",379,1317,2032,2026,2066
"26","049",8763,2560,1113,1376,854
"26","051",464,1601,838,958,772
"26","053",296,1022,274,280,276
"26","055",854,2354,2488,2523,2470
"26","057",670,2098,1325,1279,1344
"26","059",735,2253,1461,1488,1455
"26","061",628,2014,793,805,788
"26","063",446,1563,1104,1231,949
"26","065",5351,1921,1587,1783,1395
"26","067",888,2469,1881,1928,1846
"26","069",474,1660,593,710,500
"26","071",191,524,473,491,469
"26","073",1809,564,1188,1248,1130
"26","075",2303,794,1672,1688,1659
"26","077",4722,1742,1628,1734,1538
"26","079",299,1085,963,1084,887
"26","081",9469,2645,2339,2508,2134
"26","083",28,929,929,838,1069
"26","085",319,1182,134,137,128
"26","087",959,2546,2165,2302,2046
"26","089",192,476,2708,2709,2735
"26","091",1365,199,1830,1854,1816
"26","093",1131,2702,2948,2968,2961
"26","095",108,2615,639,596,685
"26","097",168,350,809,856,789
"26","099",10434,2743,2443,2584,2278
"26","101",382,1343,626,665,592
"26","103",970,2600,1458,1553,1363
"26","105",463,1595,1237,1364,1133
"26","107",914,2508,1085,1131,1040
"26","109",338,1213,1168,1121,1209
"26","111",974,2567,2178,2205,2171
"26","113",238,796,936,1079,837
"26","115",1543,293,2592,2645,2552
"26","117",1219,66,1083,1210,936
"26","119",143,92,680,780,573
"26","121",3319,1287,1201,1425,994
"26","123",992,2649,1089,1108,1079
"26","125",12245,152,2889,2924,2877
"26","127",520,1786,1026,1217,853
"26","129",443,1591,475,562,414
"26","131",108,2637,421,456,398
"26","133",464,1652,906,1075,784
"26","135",170,328,302,286,323
"26","137",314,1114,1448,1441,1478
"26","139",2446,875,2707,2773,2661
"26","141",207,626,812,873,788
"26","143",488,1686,391,395,396
"26","145",3273,1249,1436,1655,1239
"26","147",2185,760,2045,2215,1899
"26","149",1108,2752,1342,1540,1140
"26","151",602,1955,1155,1278,1001
"26","153",141,158,822,788,901
"26","155",1034,2661,1796,1851,1757
"26","157",830,2375,1282,1343,1226
"26","159",1226,33,1679,1713,1643
"26","161",4865,1783,2792,2827,2746
"26","163",41982,1665,1067,1398,762
"26","165",617,2002,847,913,832
"27","001",230,737,958,1011,928
"27","003",2580,968,2909,2935,2907
"27","005",479,1692,2121,2217,2061
"27","007",805,2361,1345,1402,1299
"27","009",527,1842,2267,2210,2325
"27","011",64,1967,1654,1567,1730
"27","013",1109,9,1957,1972,1972
"27","015",215,585,2236,2230,2258
"27","017",408,1455,2334,2358,2319
"27","019",461,1533,3032,3030,3064
"27","021",443,1570,1507,1658,1369
"27","023",137,120,2140,1988,2292
"27","025",325,1075,2955,2971,2976
"27","027",770,2255,2487,2470,2518
"27","029",154,286,1341,1361,1323
"27","031",53,1705,1871,1752,1994
"27","033",147,209,1826,1791,1883
"27","035",681,2079,2027,2192,1895
"27","037",2989,1143,2971,2996,2972
"27","039",153,238,2881,2885,2913
"27","041",347,1224,2239,2277,2217
"27","043",186,495,1824,1889,1774
"27","045",236,751,2258,2291,2233
"27","047",377,1332,1733,1714,1742
"27","049",437,1542,2719,2685,2777
"27","051",61,1883,1828,1725,1936
"27","053",15478,419,2815,2860,2780
"27","055",156,252,2681,2733,2668
"27","057",249,820,1801,1821,1798
"27","059",297,995,2825,2837,2850
"27","061",654,2067,1860,1909,1828
"27","063",99,2534,2356,2264,2444
"27","065",216,689,1898,1967,1854
"27","067",478,1614,2577,2629,2541
"27","069",42,1411,2053,1973,2138
"27","071",193,480,1388,1318,1452
"27","073",70,2092,1835,1748,1928
"27","075",109,2656,2249,2140,2359
"27","077",41,1330,1455,1319,1579
"27","079",243,791,2744,2791,2715
"27","081",57,1840,1853,1831,1896
"27","083",283,979,2349,2296,2402
"27","085",279,933,2689,2734,2687
"27","087",106,2631,864,884,889
"27","089",89,2423,2412,2451,2396
"27","091",243,763,2219,2216,2234
"27","093",226,707,2405,2483,2355
"27","095",303,1080,1851,1883,1832
"27","097",383,1359,2073,2198,1991
"27","099",470,1587,1772,1686,1842
"27","101",79,2250,2231,2300,2182
"27","103",313,1111,2731,2705,2779
"27","105",276,943,2072,2160,2035
"27","107",86,2383,2176,2200,2170
"27","109",1446,272,2891,2894,2923
"27","111",636,2029,2165,2293,2059
"27","113",127,2774,2097,2045,2181
"27","115",476,1701,1165,1310,994
"27","117",111,2644,1725,1720,1730
"27","119",387,1372,2030,2057,2028
"27","121",112,2677,2148,2118,2203
"27","123",8526,2519,2456,2581,2320
"27","125",36,1231,1829,1727,1937
"27","127",188,518,2003,1964,2065
"27","129",166,337,2409,2384,2445
"27","131",751,2282,2697,2740,2695
"27","133",89,2388,2472,2386,2550
"27","135",141,150,2368,2342,2412
"27","137",3286,1297,1978,2143,1852
"27","139",759,2240,3038,3044,3067
"27","141",639,1991,2974,2963,3008
"27","143",135,81,2680,2710,2686
"27","145",1953,635,2504,2594,2416
"27","147",393,1406,2599,2534,2685
"27","149",125,53,2467,2396,2539
"27","151",100,2541,2111,1999,2237
"27","153",425,1570,1296,1358,1235
"27","155",40,1323,1960,1976,1967
"27","157",154,204,2633,2653,2653
"27","159",210,596,1131,1138,1113
"27","161",179,391,2392,2324,2464
"27","163",1473,269,3014,3021,3039
"27","165",113,2628,1878,1834,1934
"27","167",65,1986,2419,2281,2533
"27","169",740,2281,1944,1986,1926
"27","171",770,2251,2973,2977,2994
"27","173",110,2678,2110,2176,2091
"28","001",958,2556,200,181,208
"28","003",796,2301,402,379,437
"28","005",289,1001,118,126,112
"28","007",444,1501,208,225,204
"28","009",210,540,117,107,133
"28","011",1088,2715,78,84,78
"28","013",363,1289,249,231,272
"28","015",176,340,703,688,725
"28","017",415,1412,158,145,175
"28","019",197,485,349,331,386
"28","021",343,1212,29,23,37
"28","023",363,1251,380,364,407
"28","025",564,1843,297,308,303
"28","027",849,2394,67,70,67
"28","029",731,2188,412,436,405
"28","031",506,1721,168,175,167
"28","033",1711,379,2623,2665,2592
"28","035",1923,582,551,643,499
"28","037",159,227,526,488,558
"28","039",386,1309,1466,1410,1532
"28","041",263,842,831,765,939
"28","043",528,1763,282,307,269
"28","045",899,2442,1629,1627,1644
"28","047",3628,1342,998,1174,855
"28","049",5554,1937,727,889,574
"28","051",771,2327,14,10,20
"28","053",348,1219,25,22,28
"28","055",43,1411,590,617,555
"28","057",388,1319,717,702,738
"28","059",2172,694,1811,1879,1751
"28","061",375,1285,393,369,423
"28","063",276,967,34,26,43
"28","065",348,1218,61,56,70
"28","067",1627,368,614,597,641
"28","069",261,845,239,220,263
"28","071",1201,58,975,916,1068
"28","073",847,2347,2150,2122,2207
"28","075",1646,363,767,746,799
"28","077",277,950,730,667,791
"28","079",575,1899,193,240,163
"28","081",1628,389,1308,1400,1221
"28","083",1179,28,35,31,39
"28","085",739,2203,488,521,478
"28","087",1378,166,869,961,806
"28","089",1311,118,2847,2844,2882
"28","091",761,2312,266,256,275
"28","093",737,2102,637,648,629
"28","095",712,2122,552,528,580
"28","097",253,816,173,158,202
"28","099",601,1889,650,600,701
"28","101",473,1601,403,385,434
"28","103",342,1169,69,62,75
"28","105",1329,140,341,341,357
"28","107",886,2398,348,345,361
"28","109",1042,2583,728,715,751
"28","111",273,913,205,192,217
"28","113",1194,52,98,88,108
"28","115",542,1799,898,865,968
"28","117",546,1774,366,355,401
"28","119",271,871,30,27,36
"28","121",1579,294,2614,2640,2632
"28","123",758,2287,177,171,195
"28","125",171,317,56,49,63
"28","127",696,2111,330,323,356
"28","129",334,1180,777,725,848
"28","131",321,1091,1019,959,1103
"28","133",810,2278,76,78,79
"28","135",459,1529,63,59,68
"28","137",500,1679,991,1051,974
"28","139",414,1395,583,548,612
"28","141",338,1165,435,450,430
"28","143",292,963,123,103,141
"28","145",441,1479,647,626,674
"28","147",388,1326,156,148,174
"28","149",1029,2591,926,906,972
"28","151",1687,410,104,140,91
"28","153",503,1664,424,378,485
"28","155",219,644,311,325,308
"28","157",264,844,50,45,59
"28","159",474,1600,337,322,366
"28","161",283,946,345,316,388
"28","163",811,2303,106,121,101
"29","001",610,2035,424,411,455
"29","003",183,450,2530,2449,2612
"29","005",64,1954,1602,1523,1677
"29","007",408,1375,1039,1111,995
"29","009",710,2127,695,751,659
"29","011",228,710,638,649,634
"29","013",297,1062,1071,1097,1065
"29","015",361,1266,254,301,225
"29","017",246,804,787,735,852
"29","019",3180,1261,2046,2142,1971
"29","021",1512,288,1539,1582,1494
"29","023",896,2434,457,528,406
"29","025",142,175,1273,1223,1319
"29","027",577,1884,1948,1906,2015
"29","029",760,2297,1423,1440,1417
"29","031",1260,101,1786,1809,1765
"29","033",147,164,784,717,861
"29","035",149,161,188,178,203
"29","037",1045,2624,2724,2783,2676
"29","039",294,999,277,253,309
"29","041",89,2325,1261,1291,1238
"29","043",921,2471,2194,2334,2074
"29","045",106,2578,1297,1234,1343
"29","047",2104,663,2742,2782,2724
"29","049",245,790,2132,2189,2110
"29","051",952,2561,2200,2315,2105
"29","053",223,639,1166,1087,1243
"29","055",501,1681,616,561,670
"29","057",138,115,598,550,643
"29","059",350,1232,389,372,407
"29","061",136,82,1096,1024,1160
"29","063",169,307,1167,1069,1261
"29","065",332,1145,338,339,355
"29","067",307,1043,165,166,172
"29","069",909,2511,150,152,157
"29","071",1191,10,2212,2276,2162
"29","073",196,486,1381,1303,1458
"29","075",103,2558,813,772,904
"29","077",5648,2007,924,1091,805
"29","079",189,456,672,749,608
"29","081",160,310,627,592,666
"29","083",398,1419,799,810,803
"29","085",201,492,285,321,267
"29","087",63,1947,1102,1039,1159
"29","089",147,172,1398,1368,1427
"29","091",870,2422,215,223,218
"29","093",220,630,244,248,245
"29","095",11113,34,1617,1807,1454
"29","097",2244,782,884,944,854
"29","099",2338,812,2642,2704,2602
"29","101",733,2184,2006,2010,2024
"29","103",75,2150,638,604,677
"29","105",641,1985,566,519,613
"29","107",427,1484,1821,1945,1727
"29","109",693,2110,860,852,916
"29","111",134,31,1129,1025,1229
"29","113",837,2435,2365,2251,2466
"29","115",241,802,640,607,679
"29","117",223,629,1800,1912,1719
"29","119",499,1670,371,351,411
"29","121",256,853,414,489,367
"29","123",247,771,416,404,450
"29","125",142,129,894,849,978
"29","127",496,1698,1156,1120,1179
"29","129",54,1730,686,628,735
"29","131",430,1436,613,590,645
"29","133",395,1381,116,123,116
"29","135",200,508,1723,1671,1780
"29","137",135,86,1055,969,1146
"29","139",183,391,1159,1050,1262
"29","141",411,1404,559,534,591
"29","143",416,1425,356,376,350
"29","145",819,2313,1543,1692,1399
"29","147",394,1442,1249,1176,1325
