"st.code","cnty.code","all.poverty","poverty.lwr.bound","med.inc","med.inc.lwr","med.inc.uppr"
"29","149",256,807,81,81,88
"29","151",135,61,2210,2123,2305
"29","153",209,541,135,120,151
"29","155",499,1694,184,222,161
"29","157",219,590,2065,2004,2139
"29","159",723,2170,883,901,899
"29","161",901,2481,964,942,1011
"29","163",305,1020,1422,1500,1352
"29","165",648,1999,2910,2914,2936
"29","167",534,1722,716,781,661
"29","169",689,2063,1737,1675,1792
"29","171",88,2372,363,344,393
"29","173",118,2709,2187,2116,2272
"29","175",413,1400,1050,963,1147
"29","177",345,1280,2213,2141,2293
"29","179",138,69,166,151,194
"29","181",346,1191,96,87,106
"29","183",2528,926,2947,2966,2966
"29","185",200,497,303,285,330
"29","186",231,723,1693,1642,1746
"29","187",1197,2769,921,995,882
"29","189",9388,2606,2688,2763,2621
"29","195",357,1246,1015,1042,1019
"29","197",77,2189,358,356,377
"29","199",77,2176,710,656,767
"29","201",797,2324,941,1018,896
"29","203",232,718,44,42,52
"29","205",97,2494,1194,1123,1283
"29","207",557,1824,713,731,712
"29","209",497,1638,953,983,940
"29","211",111,2623,532,546,532
"29","213",981,2574,454,464,447
"29","215",509,1637,287,262,314
"29","217",355,1202,911,1030,828
"29","219",422,1463,2312,2155,2431
"29","221",608,1951,351,377,339
"29","223",350,1204,125,129,114
"29","225",638,1984,1084,1078,1104
"29","227",31,1055,763,698,833
"29","229",409,1373,155,160,160
"29","510",8857,2569,450,627,324
"30","001",134,38,1094,977,1202
"30","003",401,1441,768,767,779
"30","005",164,301,455,429,488
"30","007",65,1945,1981,2061,1938
"30","009",131,37,1770,1768,1758
"30","011",16,225,1072,1054,1102
"30","013",1140,2728,1239,1293,1205
"30","015",112,2716,996,948,1083
"30","017",127,2732,1769,1681,1840
"30","019",18,394,1754,1700,1794
"30","021",105,2575,2063,1896,2241
"30","023",145,124,699,655,743
"30","025",24,727,2648,2554,2763
"30","027",164,299,1242,1144,1346
"30","029",1277,78,1748,1811,1694
"30","031",1307,162,2172,2199,2164
"30","033",19,452,1222,1158,1301
"30","035",425,1493,266,235,298
"30","037",16,261,609,603,624
"30","039",45,1469,1798,1921,1700
"30","041",284,988,1325,1236,1390
"30","043",118,2704,2741,2698,2800
"30","045",29,947,1295,1171,1392
"30","047",654,2091,704,766,657
"30","049",773,2273,2350,2424,2298
"30","051",43,1415,672,591,746
"30","053",362,1240,541,523,570
"30","055",25,783,1277,1124,1415
"30","057",97,2485,1081,971,1190
"30","059",32,1065,569,538,595
"30","061",73,2089,517,448,579
"30","063",1721,454,1451,1450,1473
"30","065",86,2341,850,778,971
"30","067",231,726,1244,1240,1267
"30","069",8,2289,400,348,455
"30","071",64,1958,1093,955,1223
"30","073",122,2762,805,763,879
"30","075",21,563,1441,1272,1596
"30","077",108,2593,886,829,984
"30","079",13,60,892,821,1009
"30","081",701,2148,1238,1154,1329
"30","083",94,2450,2832,2829,2872
"30","085",265,837,632,580,687
"30","087",189,469,2083,1959,2224
"30","089",231,705,229,284,180
"30","091",37,1250,2284,2135,2406
"30","093",657,2086,854,813,944
"30","095",77,2126,2717,2646,2790
"30","097",43,1434,1486,1329,1622
"30","099",81,2225,1621,1601,1642
"30","101",76,2164,1512,1385,1627
"30","103",9,2429,1719,1557,1865
"30","105",93,2383,1634,1512,1752
"30","107",39,1316,463,470,470
"30","109",12,2770,1362,1186,1509
"30","111",1864,516,2181,2304,2073
"31","001",374,1304,1878,1759,2001
"31","003",88,2412,2099,1944,2273
"31","005",4,1478,1314,1170,1426
"31","007",9,2429,1904,1728,2101
"31","009",7,2181,706,653,759
"31","011",54,1713,2309,2240,2360
"31","013",127,2744,2479,2365,2570
"31","015",27,897,871,804,982
"31","017",37,1258,1182,1062,1309
"31","019",573,1917,2169,2182,2179
"31","021",68,2013,1941,1861,2050
"31","023",74,2121,2399,2351,2459
"31","025",172,307,2843,2857,2866
"31","027",87,2362,2411,2269,2526
"31","029",36,1229,2286,2117,2428
"31","031",75,2123,1330,1193,1442
"31","033",90,2364,2514,2412,2591
"31","035",70,2073,2497,2505,2510
"31","037",107,2575,2085,1933,2246
"31","039",80,2227,2519,2512,2535
"31","041",141,148,1569,1486,1632
"31","043",304,1073,2041,2112,2003
"31","045",153,219,956,894,1061
"31","047",324,1162,1752,1699,1796
"31","049",22,625,1385,1228,1533
"31","051",60,1909,2273,2185,2362
"31","053",456,1576,2014,2051,2009
"31","055",7416,2363,2300,2458,2120
"31","057",25,783,1565,1407,1709
"31","059",55,1782,2422,2436,2435
"31","061",41,1374,1462,1335,1582
"31","063",35,1194,1864,1733,2004
"31","065",60,1883,1428,1324,1518
"31","067",233,706,2091,2188,2040
"31","069",29,964,752,675,818
"31","071",23,653,933,850,1052
"31","073",17,320,2469,2344,2569
"31","075",6,2023,1772,1598,1921
"31","077",30,1007,1361,1253,1457
"31","079",883,2449,1858,1832,1907
"31","081",62,1869,2773,2714,2820
"31","083",39,1290,1681,1547,1804
"31","085",13,32,1893,1716,2087
"31","087",39,1308,937,878,1035
"31","089",128,8,1671,1653,1703
"31","091",6,1996,967,868,1108
"31","093",72,2126,2112,1948,2290
"31","095",82,2280,1482,1360,1594
"31","097",57,1759,1859,1785,1957
"31","099",62,1934,2554,2461,2655
"31","101",96,2450,1509,1386,1620
"31","103",16,271,1020,906,1164
"31","105",42,1380,1580,1468,1679
"31","107",122,2,1219,1185,1274
"31","109",4014,1544,2216,2413,2022
"31","111",511,1761,1983,1989,2008
"31","113",7,2023,2086,1927,2252
"31","115",9,2358,1917,1939,1933
"31","117",6,2023,2776,2826,2707
"31","119",466,1608,2195,2250,2159
"31","121",79,2190,2095,2003,2208
"31","123",66,1974,1709,1565,1824
"31","125",40,1316,1862,1712,2023
"31","127",90,2372,1924,1768,2101
"31","129",57,1807,1292,1181,1375
"31","131",154,217,2168,2108,2240
"31","133",32,1049,1252,1117,1381
"31","135",29,954,2521,2435,2589
"31","137",84,2292,2387,2255,2500
"31","139",70,2045,2345,2321,2372
"31","141",268,884,2750,2753,2775
"31","143",41,1351,2605,2606,2658
"31","145",122,2724,1358,1250,1459
"31","147",114,2665,1407,1292,1506
"31","149",21,521,1607,1451,1747
"31","151",132,22,2191,2085,2301
"31","153",899,2440,2945,2959,2968
"31","155",167,310,2766,2744,2791
"31","157",556,1805,1730,1803,1669
"31","159",129,16,2755,2737,2789
"31","161",82,2280,919,965,900
"31","163",36,1214,1364,1265,1450
"31","165",20,521,1745,1564,1906
"31","167",55,1765,2512,2395,2603
"31","169",54,1699,1959,1882,2061
"31","171",10,2537,821,763,925
"31","173",233,852,1049,945,1171
"31","175",51,1669,1454,1344,1562
"31","177",145,143,2884,2866,2938
"31","179",113,2665,2333,2166,2462
"31","181",45,1496,993,905,1123
"31","183",9,2429,1534,1443,1615
"31","185",138,102,2146,2279,2032
"32","001",310,1071,1688,1650,1734
"32","003",31896,1312,2136,2406,1868
"32","005",486,1650,2698,2675,2749
"32","007",558,1839,2930,2910,2981
"32","009",11,2639,1727,1574,1869
"32","011",19,459,2905,2862,2971
"32","013",181,385,2863,2833,2924
"32","015",65,1982,2949,2918,3003
"32","017",74,2117,1566,1397,1717
"32","019",703,2131,1869,1871,1879
"32","021",84,2317,965,877,1094
"32","023",701,2107,1235,1188,1302
"32","027",93,2437,2214,2121,2313
"32","029",32,1103,2466,2347,2567
"32","031",6711,2201,2303,2455,2133
"32","033",119,2695,2573,2550,2616
"32","510",994,2630,1567,1607,1524
"33","001",592,1882,2675,2671,2714
"33","003",500,1641,2587,2632,2554
"33","005",846,2385,2517,2529,2508
"33","007",450,1531,1193,1173,1219
"33","009",958,2509,2533,2514,2558
"33","011",3450,1322,2916,2948,2908
"33","013",1339,146,2780,2801,2755
"33","015",1826,473,2994,3009,3014
"33","017",1373,173,2628,2630,2663
"33","019",443,1444,2567,2571,2575
"34","001",4076,1511,2396,2494,2315
"34","003",7055,2247,3016,3028,3035
"34","005",3133,1192,2998,3017,3013
"34","007",6555,2154,2745,2797,2709
"34","009",1208,4,2476,2522,2447
"34","011",2828,1042,1540,1668,1422
"34","013",13005,220,2426,2555,2287
"34","015",2362,803,2988,3008,3001
"34","017",11712,83,2593,2668,2525
"34","019",574,1833,5,3060,11
"34","021",4171,1566,2939,2957,2959
"34","023",6733,2175,2982,2997,2988
"34","025",5100,1815,3031,3034,3051
"34","027",2478,863,3,3059,8
"34","029",6883,2228,2795,2823,2761
"34","031",9055,2580,2603,2680,2547
"34","033",830,2359,2546,2500,2596
"34","035",1649,303,2,3058,9
"34","037",887,2419,3005,3012,3027
"34","039",6067,2047,2872,2898,2880
"34","041",874,2400,2917,2928,2928
"35","001",12409,163,1729,1951,1513
"35","003",78,2159,255,254,262
"35","005",1498,279,721,759,697
"35","006",716,2129,399,387,415
"35","007",251,786,597,527,663
"35","009",947,2502,1203,1195,1231
"35","011",37,1241,289,251,334
"35","013",5846,2022,776,890,690
"35","015",786,2234,2561,2622,2511
"35","017",543,1743,704,652,760
"35","019",100,2480,75,69,86
"35","021",10,2488,922,835,1063
"35","023",109,2601,326,281,384
"35","025",1123,2714,2643,2700,2610
"35","027",393,1353,876,791,1002
"35","028",74,2136,9,3061,16
"35","029",738,2220,42,38,50
"35","031",2632,1014,85,79,92
"35","033",110,2618,51,52,51
"35","035",1265,42,1107,1251,942
"35","037",201,480,72,65,87
"35","039",950,2496,378,386,389
"35","041",441,1541,487,435,529
"35","043",1726,412,2524,2530,2522
"35","045",2568,952,1770,1761,1762
"35","047",694,2113,236,208,265
"35","049",2070,631,2278,2297,2260
"35","051",262,786,70,71,77
"35","053",519,1714,197,168,223
"35","055",631,1935,489,537,465
"35","057",413,1385,608,621,600
"35","059",70,2042,538,479,597
"35","061",1815,512,949,919,1006
"36","001",3958,1477,2699,2766,2649
"36","003",794,2319,1208,1285,1141
"36","005",44098,1712,283,418,201
"36","007",3210,1228,1628,1746,1523
"36","009",1235,74,1365,1453,1291
"36","011",948,2504,2294,2419,2166
"36","013",2443,921,1108,1305,907
"36","015",1510,306,1895,1962,1845
"36","017",807,2332,1643,1749,1544
"36","019",1241,45,2174,2232,2131
"36","021",702,2109,2454,2504,2426
"36","023",620,1936,1843,1916,1789
"36","025",640,1971,1590,1664,1517
"36","027",2841,1033,2912,2936,2910
"36","029",13613,268,2024,2284,1779
"36","031",435,1425,2031,2048,2038
"36","033",839,2371,1572,1570,1563
"36","035",944,2566,1535,1695,1382
"36","037",684,2096,2254,2259,2250
"36","039",498,1564,2272,2273,2271
"36","041",53,1685,1919,1856,2013
"36","043",1027,2638,1394,1426,1362
"36","045",1700,398,1986,2110,1903
"36","047",60708,2134,1774,2037,1499
"36","049",383,1334,1773,1726,1803
"36","051",864,2401,2002,2039,1996
"36","053",796,2272,2177,2236,2132
"36","055",10328,2737,2149,2372,1932
"36","057",924,2540,987,965,1037
"36","059",8912,2528,3051,3057,2
"36","061",28087,1137,2960,2988,2965
"36","063",2812,1060,1938,2052,1848
"36","065",3897,1467,1842,2030,1687
"36","067",7287,2321,2305,2464,2122
"36","069",1224,70,2622,2634,2650
"36","071",4912,1787,2887,2911,2892
"36","073",612,1973,1662,1623,1714
"36","075",2261,825,1701,1736,1664
"36","077",1060,2689,1272,1383,1166
"36","079",614,1924,3045,3050,3
"36","081",35248,1398,2557,2687,2392
"36","083",1999,620,2684,2717,2684
"36","085",6782,2187,2903,2920,2909
"36","087",4695,1726,3009,3020,3033
"36","089",1898,548,1326,1428,1230
"36","091",1597,334,2919,2934,2940
"36","093",2008,571,2539,2570,2523
"36","095",479,1687,1884,1844,1939
"36","097",278,989,1822,1884,1771
"36","099",456,1551,1989,2040,1976
"36","101",1609,382,1689,1857,1539
"36","103",11331,15,3023,3041,3036
"36","105",1196,2759,1898,1868,1952
"36","107",564,1814,2229,2178,2299
"36","109",1712,438,2199,2169,2247
"36","111",2361,829,2549,2568,2546
"36","113",857,2416,2424,2466,2405
"36","115",860,2444,1774,1737,1791
"36","117",1167,6,1927,1903,1979
"36","119",9806,2643,3008,3024,3024
"36","121",460,1580,2362,2450,2304
"36","123",348,1198,1844,1838,1873
"37","001",2711,1035,1038,1135,955
"37","003",592,1920,1259,1160,1352
"37","005",220,633,408,374,456
"37","007",586,1857,206,195,226
"37","009",562,1878,523,503,534
"37","011",304,1020,595,571,617
"37","013",886,2425,920,1008,862
"37","015",521,1725,141,133,152
"37","017",875,2462,270,259,280
"37","019",1843,496,1758,1827,1684
"37","021",3393,1245,1743,1915,1573
"37","023",1773,494,804,828,801
"37","025",2321,831,2465,2517,2436
"37","027",1510,295,753,798,708
"37","029",100,2529,2746,2716,2793
"37","031",994,2604,1888,1974,1825
"37","033",431,1449,1218,1184,1269
"37","035",2464,898,1496,1611,1398
"37","037",940,2542,2555,2526,2578
"37","039",562,1836,355,354,373
"37","041",331,1181,770,709,843
"37","043",193,481,586,541,633
"37","045",2008,609,813,834,839
"37","047",1311,91,328,472,237
"37","049",1628,352,1372,1480,1286
"37","051",5579,1957,1200,1445,962
"37","053",275,914,2602,2521,2704
"37","055",383,1288,2430,2491,2380
"37","057",2744,1030,1303,1370,1238
"37","059",568,1850,1778,1771,1771
"37","061",1641,433,313,343,293
"37","063",4689,1715,2081,2272,1919
"37","065",1392,177,157,213,126
"37","067",6987,2279,1598,1723,1474
"37","069",940,2465,1825,1929,1737
"37","071",3477,1318,1150,1257,1020
"37","073",179,342,1849,1797,1925
"37","075",175,342,291,273,316
"37","077",866,2424,1940,1940,1980
"37","079",531,1788,604,610,603
"37","081",8604,2527,1468,1632,1326
"37","083",1212,2768,161,198,137
"37","085",2528,986,1533,1550,1511
"37","087",896,2410,1225,1202,1271
"37","089",1418,193,1740,1767,1721
"37","091",563,1861,97,130,82
"37","093",989,2592,1396,1348,1443
"37","095",108,2586,564,496,631
"37","097",2091,680,2378,2474,2312
"37","099",874,2470,694,680,717
"37","101",2750,1027,2015,2089,1973
"37","103",221,667,773,699,859
"37","105",1083,2698,1611,1578,1631
"37","107",1280,110,479,493,473
"37","109",1262,103,1972,2024,1960
"37","111",768,2224,669,669,678
"37","113",606,1950,670,640,704
"37","115",397,1346,724,708,751
"37","117",458,1494,470,440,506
"37","119",15138,383,2646,2732,2573
"37","121",289,1000,549,536,571
"37","123",556,1801,741,706,773
"37","125",1428,228,2180,2172,2210
"37","127",1679,372,1304,1367,1245
"37","129",3790,1439,2001,2077,1950
"37","131",511,1689,179,199,169
"37","133",2461,854,1732,1812,1656
"37","135",1851,535,2696,2684,2742
"37","137",218,579,1270,1140,1389
"37","139",697,2090,1439,1617,1293
"37","141",850,2387,1544,1458,1613
"37","143",229,668,1047,933,1174
"37","145",723,2191,1588,1609,1564
"37","147",3939,1492,1110,1280,920
"37","149",294,1004,1547,1494,1589
"37","151",2357,846,1111,1219,985
"37","153",1103,2682,360,420,315
"37","155",4310,1661,109,165,80
"37","157",1754,460,830,909,792
"37","159",2413,867,1483,1583,1393
"37","161",1404,192,445,471,422
"37","163",1821,551,294,349,268
"37","165",956,2555,227,264,199
"37","167",968,2564,1134,1183,1071
"37","169",635,1978,1493,1437,1559
"37","171",1363,168,673,707,647
"37","173",271,932,365,442,313
"37","175",520,1716,1430,1401,1470
"37","177",101,2571,226,183,261
"37","179",2327,817,2814,2824,2829
"37","181",1189,6,275,270,283
"37","183",11293,57,2854,2892,2841
"37","185",437,1465,293,276,320
"37","187",333,1158,232,205,252
"37","189",1222,111,1138,1199,1061
"37","191",2835,1101,563,716,454
"37","193",1588,355,265,313,236
"37","195",1905,568,803,912,728
"37","197",643,2038,976,910,1078
"37","199",359,1257,476,444,508
"38","001",23,664,1575,1455,1676
"38","003",109,2586,2247,2181,2330
"38","005",202,557,808,779,866
"38","007",6,2023,2954,2919,3017
"38","009",61,1883,2560,2472,2662
"38","011",23,664,2721,2635,2809
"38","013",18,377,2794,2708,2847
"38","015",716,2178,2848,2845,2881
"38","017",1822,525,2361,2442,2310
"38","019",34,1124,2379,2243,2498
"38","021",56,1740,2192,2058,2332
"38","023",19,459,2862,2807,2930
"38","025",41,1371,2923,2887,2987
"38","027",24,739,1779,1788,1764
"38","029",44,1411,1407,1433,1391
"38","031",26,839,2425,2332,2506
"38","033",18,394,2341,2173,2478
"38","035",1101,2753,2058,2062,2078
"38","037",37,1244,835,831,891
"38","039",21,549,2127,2005,2259
"38","041",27,881,2013,1985,2068
"38","043",34,1139,1700,1635,1768
"38","045",39,1295,2357,2213,2487
"38","047",22,573,1449,1332,1564
"38","049",72,2101,1897,1763,2044
"38","051",34,1175,909,860,992
"38","053",93,2439,3003,2986,3044
"38","055",95,2472,2545,2502,2586
"38","057",62,1930,2946,2922,2992
"38","059",267,895,2429,2392,2472
"38","061",89,2355,2849,2835,2905
"38","063",31,1081,1490,1342,1623
"38","065",19,434,2769,2670,2833
"38","067",62,1887,2529,2439,2618
"38","069",47,1534,828,875,817
"38","071",136,46,2120,1977,2266
"38","073",43,1426,2528,2480,2572
"38","075",19,467,2723,2643,2802
"38","077",148,169,2569,2525,2634
"38","079",456,1621,446,416,487
"38","081",28,911,2620,2543,2722
"38","083",21,528,1485,1473,1504
"38","085",145,155,299,302,307
"38","087",7,2061,2492,2348,2607
"38","089",225,643,2977,2979,2995
"38","091",13,50,2664,2610,2745
"38","093",225,690,2338,2305,2366
"38","095",24,798,2211,2031,2371
"38","097",68,2004,2644,2582,2730
"38","099",117,2696,2189,2179,2226
"38","101",564,1808,2783,2769,2788
"38","103",44,1452,2158,2034,2296
"38","105",217,606,3024,3014,3062
"39","001",686,2137,314,300,335
"39","003",1783,505,1333,1363,1308
"39","005",740,2195,1753,1702,1788
"39","007",2054,676,843,982,761
"39","009",1663,416,319,342,312
"39","011",374,1305,2281,2275,2279
"39","013",1053,2647,1141,1196,1073
"39","015",650,1998,1653,1615,1695
"39","017",5212,1877,2627,2703,2562
"39","019",374,1289,1616,1556,1674
"39","021",430,1445,2044,2063,2049
"39","023",2431,916,1145,1382,903
"39","025",2237,764,2772,2804,2728
"39","027",558,1818,1951,2022,1916
"39","029",1617,353,1207,1289,1138
"39","031",652,2075,1082,1064,1109
"39","033",644,2010,853,939,820
"39","035",24182,990,1391,1673,1112
"39","037",628,2008,1666,1620,1722
"39","039",439,1535,2319,2414,2213
"39","041",895,2453,3049,3054,7
"39","043",1034,2599,1930,1936,1959
"39","045",1414,179,2683,2724,2678
"39","047",444,1506,1482,1520,1460
"39","049",20862,788,2324,2510,2102
"39","051",441,1560,2431,2459,2424
"39","053",766,2307,537,477,596
"39","055",729,2199,2926,2949,2933
"39","057",2044,671,2662,2673,2684
"39","059",672,2085,1137,1162,1097
"39","061",13893,298,1903,2127,1724
"39","063",931,2525,2163,2298,2052
"39","065",558,1863,1511,1602,1428
"39","067",257,852,1200,1233,1183
"39","069",280,972,2351,2337,2382
"39","071",819,2357,1097,1137,1044
"39","073",494,1676,1185,1134,1237
"39","075",534,1749,2016,1993,2070
"39","077",775,2283,1792,1938,1661
"39","079",645,2006,1025,1003,1067
"39","081",1305,136,893,940,884
"39","083",872,2445,1699,1863,1550
"39","085",2015,595,2631,2693,2583
"39","087",1064,2614,1095,1134,1049
"39","089",2227,766,2574,2621,2543
"39","091",763,2320,2084,2158,2053
"39","093",4349,1630,2242,2394,2102
"39","095",8792,2557,1181,1427,930
"39","097",489,1633,2315,2350,2274
"39","099",4260,1612,1042,1276,825
"39","101",1268,110,1173,1147,1194
"39","103",1223,27,2877,2901,2887
"39","105",519,1729,692,796,584
"39","107",357,1255,2274,2262,2284
"39","109",1092,2688,2198,2270,2142
"39","111",223,684,954,1016,921
"39","113",10191,2733,1254,1487,1031
"39","115",264,855,674,636,716
"39","117",419,1399,1994,1878,2123
"39","119",1595,341,1120,1146,1087
"39","121",188,451,1370,1224,1497
"39","123",411,1428,2047,2120,2007
"39","125",232,726,1749,1679,1813
"39","127",627,2005,1300,1359,1247
"39","129",683,2049,2444,2373,2512
"39","131",606,1925,938,891,1020
"39","133",2181,774,2220,2287,2167
"39","135",534,1795,1958,2006,1935
"39","137",262,865,2540,2546,2548
"39","139",1824,491,1139,1271,975
"39","141",1365,159,1190,1223,1163
"39","143",859,2446,1649,1644,1654
"39","145",2004,641,642,736,556
"39","147",925,2552,1487,1537,1458
"39","149",516,1718,2087,2129,2090
"39","151",5474,1944,1790,2000,1577
"39","153",7149,2298,2060,2283,1849
"39","155",3459,1337,1278,1464,1099
"39","157",1225,65,1613,1732,1498
"39","159",392,1352,2895,2870,2954
"39","161",283,991,1962,1908,2051
"39","163",311,1112,644,700,590
"39","165",1244,2761,2932,2943,2955
"39","167",930,2524,1491,1479,1515
"39","169",1549,319,2019,2103,1969
"39","171",512,1748,1170,1239,1086
"39","173",1644,403,2451,2509,2409
"39","175",220,667,1799,1772,1835
"40","001",597,1964,146,149,153
"40","003",78,2205,2200,2071,2329
"40","005",282,980,467,504,448
"40","007",56,1759,2548,2454,2651
"40","009",324,1086,1668,1637,1712
"40","011",179,395,1410,1314,1493
"40","013",825,2378,701,785,619
"40","015",639,2058,867,990,782
"40","017",981,2530,2878,2908,2878
"40","019",787,2285,1421,1454,1394
"40","021",958,2516,687,760,618
"40","023",400,1418,88,85,92
"40","025",41,1386,1115,1041,1198
"40","027",3264,1243,2606,2655,2577
"40","029",119,2751,527,492,557
"40","031",2125,687,1610,1652,1575
"40","033",108,2595,1073,992,1155
"40","035",264,885,575,558,578
"40","037",1096,2686,1667,1709,1619
"40","039",443,1507,1560,1421,1686
"40","041",770,2293,514,540,509
"40","043",59,1835,2049,1993,2117
"40","045",49,1610,2218,2252,2195
"40","047",888,2397,1918,2017,1853
"40","049",522,1793,970,1010,947
"40","051",636,2012,2129,2203,2092
"40","053",54,1713,1984,1885,2107
"40","055",126,2765,373,359,409
"40","057",66,1961,286,283,287
"40","059",39,1354,1928,1773,2104
"40","061",313,1147,411,388,452
"40","063",287,1013,369,447,318
"40","065",433,1476,1053,962,1157
"40","067",141,143,214,207,230
"40","069",216,628,477,505,457
"40","071",804,2340,1077,1166,970
"40","073",153,170,2668,2608,2756
"40","075",174,340,539,549,536
"40","077",208,554,432,417,463
"40","079",1149,17,531,647,462
"40","081",508,1704,1612,1693,1537
"40","083",599,1898,2489,2440,2549
"40","085",120,2646,2282,2352,2216
"40","087",378,1289,2616,2575,2696
"40","089",680,2120,387,500,290
"40","091",442,1515,268,271,271
"40","093",89,2386,2386,2285,2483
"40","095",285,980,739,739,740
"40","097",708,2179,1117,1245,967
"40","099",202,532,1351,1244,1449
"40","101",1470,275,999,1106,932
"40","103",152,208,1693,1593,1785
"40","105",166,296,837,817,910
"40","107",279,963,316,293,351
"40","109",13434,266,1833,2057,1619
"40","111",807,2356,700,757,655
"40","113",767,2307,1810,1754,1874
"40","115",686,2198,440,539,370
"40","117",249,820,1319,1362,1283
"40","119",1710,463,1004,1002,1032
"40","121",913,2539,856,881,887
"40","123",627,2024,1066,1104,1043
"40","125",1197,21,1575,1663,1486
"40","127",253,851,191,194,191
"40","129",45,1538,2523,2388,2633
"40","131",882,2456,2538,2607,2481
"40","133",611,2016,474,584,397
"40","135",1137,18,442,419,474
"40","137",677,2080,1251,1261,1246
"40","139",288,1000,1985,1910,2093
"40","141",174,360,409,366,475
"40","143",9124,2619,2061,2327,1807
"40","145",739,2193,2641,2697,2611
"40","147",707,2184,1911,1963,1884
"40","149",156,223,1759,1634,1871
"40","151",118,2687,1889,1752,2042
"40","153",249,768,2520,2400,2617
"41","001",323,1150,775,771,793
"41","003",1554,375,2383,2329,2453
"41","005",3745,1390,2831,2859,2832
"41","007",567,1821,1500,1442,1570
"41","009",588,1870,2585,2545,2654
"41","011",1214,12,870,966,804
"41","013",380,1340,697,685,715
"41","015",378,1300,939,984,919
"41","017",2229,749,2251,2301,2212
"41","019",2100,672,1075,1175,958
"41","021",22,584,2212,2065,2351
"41","023",119,2695,1041,935,1170
"41","025",148,224,504,457,546
"41","027",329,1156,2380,2322,2452
"41","029",3756,1405,1469,1579,1359
"41","031",451,1515,1220,1207,1248
"41","033",1692,369,599,620,581
"41","035",1409,234,800,862,766
"41","037",142,109,917,854,1014
"41","039",6472,2174,1484,1657,1330
"41","041",862,2411,903,943,895
"41","043",2255,805,1416,1446,1396
"41","045",775,2302,401,371,431
"41","047",5606,1941,1867,2008,1735
"41","049",182,413,2197,2041,2353
"41","051",14156,312,2346,2492,2199
"41","053",1072,2651,2277,2280,2271
"41","055",24,696,2331,2153,2469
"41","057",434,1495,1103,1112,1093
"41","059",1304,98,1461,1533,1407
"41","061",441,1549,1470,1530,1422
"41","063",106,2576,841,807,922
"41","065",419,1445,1375,1283,1461
"41","067",6940,2265,2840,2872,2843
"41","069",31,1081,264,229,299
"41","071",1477,258,2308,2314,2291
"42","001",1049,2667,2692,2749,2669
"42","003",15715,439,2250,2478,1999
"42","005",925,2506,1413,1465,1360
"42","007",1950,577,2113,2343,1909
"42","009",654,2041,1695,1780,1614
"42","011",5733,1997,2510,2620,2379
"42","013",1836,503,1301,1339,1264
"42","015",788,2314,1738,1799,1688
"42","017",4079,1502,2985,3003,2990
"42","019",1615,339,2718,2761,2693
"42","021",2017,618,1213,1412,1038
"42","023",67,2019,908,876,973
"42","025",822,2322,1934,2074,1813
"42","027",2488,960,2173,2286,2075
"42","029",3649,1394,3021,3032,3043
"42","031",564,1898,1286,1414,1161
"42","033",1240,56,904,1019,827
"42","035",641,2027,1403,1420,1387
"42","037",891,2434,1704,1735,1667
"42","039",1242,47,1371,1491,1276
"42","041",2089,665,2787,2817,2751
"42","043",3566,1357,2313,2421,2196
"42","045",5961,2043,2793,2815,2766
"42","047",322,1127,1710,1794,1624
"42","049",4347,1604,1549,1715,1367
"42","051",2643,998,568,692,479
"42","053",109,2573,662,676,654
"42","055",1793,502,2057,2145,1997
"42","057",192,501,1817,1774,1877
"42","059",571,1851,2000,2020,2006
"42","061",615,2000,1434,1616,1280
"42","063",1396,198,1202,1287,1132
"42","065",580,1857,1353,1526,1199
"42","067",300,1053,1902,1935,1901
"42","069",3141,1187,1499,1646,1357
"42","071",5449,1912,2575,2666,2491
"42","073",1144,2731,1479,1619,1349
"42","075",1444,195,2369,2477,2276
"42","077",4474,1624,2610,2727,2516
"42","079",4854,1754,1402,1624,1193
"42","081",1778,474,1513,1649,1384
"42","083",654,2037,1453,1476,1451
"42","085",1579,316,1328,1461,1203
"42","087",749,2239,989,1172,845
"42","089",2166,678,2667,2681,2689
"42","091",5674,1988,2993,3011,3010
"42","093",200,526,2421,2306,2519
"42","095",2901,1098,2739,2799,2694
"42","097",1435,232,932,1072,835
"42","099",391,1298,2447,2496,2419
"42","101",38948,1559,788,1047,563
"42","103",589,1862,2615,2605,2674
"42","105",242,752,916,923,934
"42","107",1862,511,1279,1408,1158
"42","109",495,1666,1915,1970,1893
"42","111",964,2517,1573,1787,1355
"42","113",89,2383,1399,1422,1374
"42","115",530,1790,1961,2126,1838
"42","117",655,2097,1750,1820,1685
"42","119",483,1572,1808,1819,1810
"42","121",852,2407,1353,1456,1272
"42","123",563,1855,1442,1444,1465
"42","125",2164,712,2500,2579,2427
"42","127",661,2024,1879,1931,1841
"42","129",3571,1355,2347,2484,2209
"42","131",299,1056,2505,2541,2484
"42","133",4423,1609,2621,2706,2551
"44","001",369,1236,2873,2843,2929
"44","003",1525,257,2760,2760,2773
"44","005",756,2196,2886,2896,2917
"44","007",11085,48,1739,1904,1580
"44","009",1245,49,2907,2912,2937
"45","001",517,1732,433,413,472
"45","003",2687,983,1863,2007,1731
"45","005",332,1116,24,17,31
"45","007",3175,1210,1276,1436,1116
"45","009",420,1429,108,97,121
"45","011",584,1922,190,163,220
"45","013",2202,725,2477,2528,2442
"45","015",2659,961,2257,2382,2130
"45","017",284,958,1029,934,1145
