"CA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Per capita personal income (dollars) 2/" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2008"
"01001","Autauga, AL",33251
"01003","Baldwin, AL",36313
"01005","Barbour, AL",26147
"01007","Bibb, AL",24311
"01009","Blount, AL",27875
"01011","Bullock, AL",23026
"01013","Butler, AL",27879
"01015","Calhoun, AL",30706
"01017","Chambers, AL",25884
"01019","Cherokee, AL",27491
"01021","Chilton, AL",27472
"01023","Choctaw, AL",24580
"01025","Clarke, AL",26981
"01027","Clay, AL",28243
"01029","Cleburne, AL",26824
"01031","Coffee, AL",33545
"01033","Colbert, AL",30597
"01035","Conecuh, AL",25081
"01037","Coosa, AL",26272
"01039","Covington, AL",27963
"01041","Crenshaw, AL",28207
"01043","Cullman, AL",30271
"01045","Dale, AL",31194
"01047","Dallas, AL",27246
"01049","DeKalb, AL",26261
"01051","Elmore, AL",33337
"01053","Escambia, AL",25421
"01055","Etowah, AL",29241
"01057","Fayette, AL",25035
"01059","Franklin, AL",27542
"01061","Geneva, AL",27476
"01063","Greene, AL",26332
"01065","Hale, AL",28562
"01067","Henry, AL",30080
"01069","Houston, AL",34675
"01071","Jackson, AL",29332
"01073","Jefferson, AL",42313
"01075","Lamar, AL",25360
"01077","Lauderdale, AL",30024
"01079","Lawrence, AL",26520
"01081","Lee, AL",29850
"01083","Limestone, AL",33189
"01085","Lowndes, AL",28175
"01087","Macon, AL",23898
"01089","Madison, AL",41095
"01091","Marengo, AL",29622
"01093","Marion, AL",25452
"01095","Marshall, AL",29035
"01097","Mobile, AL",31383
"01099","Monroe, AL",27267
"01101","Montgomery, AL",36024
"01103","Morgan, AL",31832
"01105","Perry, AL",25187
"01107","Pickens, AL",27812
"01109","Pike, AL",29570
"01111","Randolph, AL",27619
"01113","Russell, AL",26375
"01115","St. Clair, AL",30627
"01117","Shelby, AL",44396
"01119","Sumter, AL",24093
"01121","Talladega, AL",26556
"01123","Tallapoosa, AL",31548
"01125","Tuscaloosa, AL",32436
"01127","Walker, AL",32734
"01129","Washington, AL",28431
"01131","Wilcox, AL",23152
"01133","Winston, AL",27477
"02010","Aleutian Islands Census Area, AK*","(NA)"
"02013","Aleutians East Borough, AK*",36273
"02016","Aleutians West Census Area, AK*",41105
"02020","Anchorage Municipality, AK",55137
"02050","Bethel Census Area, AK*",30434
"02060","Bristol Bay Borough, AK",53480
"02068","Denali Borough, AK*",53370
"02070","Dillingham Census Area, AK*",38167
"02090","Fairbanks North Star Borough, AK",45460
"02100","Haines Borough, AK",38408
"02105","Hoonah-Angoon Census Area, AK*",37676
"02110","Juneau City and Borough, AK",52307
"02122","Kenai Peninsula Borough, AK",42406
"02130","Ketchikan Gateway Borough, AK*",52100
"02150","Kodiak Island Borough, AK",46244
"02158","Kusilvak Census Area, AK*",23034
"02164","Lake and Peninsula Borough, AK*",40422
"02170","Matanuska-Susitna Borough, AK",41062
"02180","Nome Census Area, AK*",37104
"02185","North Slope Borough, AK",29753
"02188","Northwest Arctic Borough, AK",35044
"02195","Petersburg Borough, AK*","(NA)"
"02198","Prince of Wales-Hyder Census Area, AK*","(NA)"
"02201","Prince of Wales-Outer Ketchikan Census Area, AK*",32334
"02220","Sitka City and Borough, AK",47921
