"02912","Kenai-Cook Inlet Division, AK*","(NA)"
"02916","Kuskokwim Division, AK*","(NA)"
"02919","Outer Ketchikan Division, AK*","(NA)"
"02920","Prince of Wales Division, AK*","(NA)"
"02921","Seward Division, AK*","(NA)"
"02922","Sitka Division, AK*","(NA)"
"02923","Skagway-Yakutat Division, AK*","(NA)"
"02924","Southeast Fairbanks Division, AK*","(NA)"
"02925","Upper Yukon Division, AK*","(NA)"
"02926","Valdez-Chitina-Whittier Division, AK*","(NA)"
"02928","Wrangell-Petersburg Division, AK*","(NA)"
"02929","Yukon-Koyukuk Division, AK*","(NA)"
"04001","Apache, AZ",19086
"04003","Cochise, AZ",26556
"04005","Coconino, AZ",27701
"04007","Gila, AZ",23182
"04009","Graham, AZ",18542
"04011","Greenlee, AZ",21694
"04012","La Paz, AZ*",21166
"04013","Maricopa, AZ",32848
"04015","Mohave, AZ",22280
"04017","Navajo, AZ",19077
"04019","Pima, AZ",29007
"04021","Pinal, AZ",22449
"04023","Santa Cruz, AZ",22257
"04025","Yavapai, AZ",25434
"04027","Yuma, AZ*",23113
"05001","Arkansas, AR",29052
"05003","Ashley, AR",23604
"05005","Baxter, AR",24739
"05007","Benton, AR",39108
"05009","Boone, AR",23657
"05011","Bradley, AR",24044
"05013","Calhoun, AR",21927
"05015","Carroll, AR",22006
"05017","Chicot, AR",22037
"05019","Clark, AR",22327
"05021","Clay, AR",23770
"05023","Cleburne, AR",24016
"05025","Cleveland, AR",26058
"05027","Columbia, AR",23852
"05029","Conway, AR",24440
"05031","Craighead, AR",25160
"05033","Crawford, AR",21062
"05035","Crittenden, AR",24413
"05037","Cross, AR",24038
"05039","Dallas, AR",21803
"05041","Desha, AR",23281
"05043","Drew, AR",24896
"05045","Faulkner, AR",24637
"05047","Franklin, AR",23390
"05049","Fulton, AR",17700
"05051","Garland, AR",26816
"05053","Grant, AR",24725
"05055","Greene, AR",22983
"05057","Hempstead, AR",22479
"05059","Hot Spring, AR",21983
"05061","Howard, AR",24320
"05063","Independence, AR",24960
"05065","Izard, AR",21316
"05067","Jackson, AR",23484
"05069","Jefferson, AR",24032
"05071","Johnson, AR",20949
"05073","Lafayette, AR",24798
"05075","Lawrence, AR",22034
"05077","Lee, AR",20341
"05079","Lincoln, AR",19474
"05081","Little River, AR",23094
"05083","Logan, AR",22602
"05085","Lonoke, AR",27353
"05087","Madison, AR",24223
"05089","Marion, AR",20149
"05091","Miller, AR",24384
"05093","Mississippi, AR",25433
"05095","Monroe, AR",22741
"05097","Montgomery, AR",20599
"05099","Nevada, AR",23936
"05101","Newton, AR",19205
"05103","Ouachita, AR",22677
"05105","Perry, AR",23645
"05107","Phillips, AR",22476
"05109","Pike, AR",22509
"05111","Poinsett, AR",25198
"05113","Polk, AR",20052
"05115","Pope, AR",24066
"05117","Prairie, AR",24957
"05119","Pulaski, AR",35776
"05121","Randolph, AR",21526
"05123","St. Francis, AR",19953
"05125","Saline, AR",27112
"05127","Scott, AR",21259
"05129","Searcy, AR",20111
"05131","Sebastian, AR",28915
"05133","Sevier, AR",22541
"05135","Sharp, AR",20873
"05137","Stone, AR",19905
"05139","Union, AR",29321
"05141","Van Buren, AR",20754
"05143","Washington, AR",25930
"05145","White, AR",22436
"05147","Woodruff, AR",22198
"05149","Yell, AR",23438
"06001","Alameda, CA",43391
"06003","Alpine, CA",32854
"06005","Amador, CA",30657
"06007","Butte, CA",27902
"06009","Calaveras, CA",31464
"06011","Colusa, CA",27430
"06013","Contra Costa, CA",51776
"06015","Del Norte, CA",22080
"06017","El Dorado, CA",41912
"06019","Fresno, CA",27414
"06021","Glenn, CA",24921
"06023","Humboldt, CA",29926
"06025","Imperial, CA",23585
"06027","Inyo, CA",35206
"06029","Kern, CA",25377
"06031","Kings, CA",23192
"06033","Lake, CA",27662
"06035","Lassen, CA",21937
"06037","Los Angeles, CA",35162
"06039","Madera, CA",23877
"06041","Marin, CA",81512
"06043","Mariposa, CA",28653
"06045","Mendocino, CA",30225
"06047","Merced, CA",25015
"06049","Modoc, CA",26507
"06051","Mono, CA",36862
"06053","Monterey, CA",34956
"06055","Napa, CA",43118
"06057","Nevada, CA",37820
"06059","Orange, CA",44291
"06061","Placer, CA",44828
"06063","Plumas, CA",33682
"06065","Riverside, CA",28456
"06067","Sacramento, CA",34240
"06069","San Benito, CA",33213
"06071","San Bernardino, CA",26670
"06073","San Diego, CA",40314
"06075","San Francisco, CA",59910
"06077","San Joaquin, CA",28839
"06079","San Luis Obispo, CA",34557
"06081","San Mateo, CA",59872
"06083","Santa Barbara, CA",39871
"06085","Santa Clara, CA",50049
"06087","Santa Cruz, CA",41843
"06089","Shasta, CA",29422
"06091","Sierra, CA",26962
"06093","Siskiyou, CA",28000
"06095","Solano, CA",33502
"06097","Sonoma, CA",39513
"06099","Stanislaus, CA",28165
"06101","Sutter, CA",28748
"06103","Tehama, CA",23907
"06105","Trinity, CA",24888
"06107","Tulare, CA",25131
"06109","Tuolumne, CA",29194
"06111","Ventura, CA",40444
"06113","Yolo, CA",33676
"06115","Yuba, CA",26108
"08001","Adams, CO*",28795
"08003","Alamosa, CO",24256
"08005","Arapahoe, CO",40177
"08007","Archuleta, CO",24429
"08009","Baca, CO",26849
"08011","Bent, CO",19617
"08013","Boulder, CO*",41352
"08014","Broomfield, CO*",59789
"08015","Chaffee, CO",24826
"08017","Cheyenne, CO",34018
"08019","Clear Creek, CO",39992
"08021","Conejos, CO",20210
"08023","Costilla, CO",21301
"08025","Crowley, CO",15052
"08027","Custer, CO",29080
"08029","Delta, CO",23490
"08031","Denver, CO",41657
"08033","Dolores, CO",21015
"08035","Douglas, CO",48333
"08037","Eagle, CO",45026
"08039","Elbert, CO",38258
"08041","El Paso, CO",32849
"08043","Fremont, CO",21090
"08045","Garfield, CO",32391
"08047","Gilpin, CO",40604
"08049","Grand, CO",30949
"08051","Gunnison, CO",29079
"08053","Hinsdale, CO",26452
"08055","Huerfano, CO",22468
"08057","Jackson, CO",27234
"08059","Jefferson, CO*",40661
"08061","Kiowa, CO",29941
"08063","Kit Carson, CO",26274
"08065","Lake, CO",24011
"08067","La Plata, CO",33389
"08069","Larimer, CO",32753
"08071","Las Animas, CO",24687
"08073","Lincoln, CO",21297
"08075","Logan, CO",25998
"08077","Mesa, CO",28824
"08079","Mineral, CO",29561
"08081","Moffat, CO",27626
"08083","Montezuma, CO",25037
"08085","Montrose, CO",26244
"08087","Morgan, CO",25220
"08089","Otero, CO",25159
"08091","Ouray, CO",39851
"08093","Park, CO",29886
"08095","Phillips, CO",25223
"08097","Pitkin, CO",88394
"08099","Prowers, CO",25717
"08101","Pueblo, CO",26121
"08103","Rio Blanco, CO",27448
"08105","Rio Grande, CO",24677
"08107","Routt, CO",45948
"08109","Saguache, CO",19458
"08111","San Juan, CO",29429
"08113","San Miguel, CO",47613
"08115","Sedgwick, CO",29781
"08117","Summit, CO",37714
"08119","Teller, CO",32075
"08121","Washington, CO",24912
"08123","Weld, CO*",26961
"08125","Yuma, CO",33290
"09001","Fairfield, CT",68971
"09003","Hartford, CT",41800
"09005","Litchfield, CT",43327
"09007","Middlesex, CT",44870
"09009","New Haven, CT",39184
"09011","New London, CT",39961
"09013","Tolland, CT",37322
"09015","Windham, CT",31782
"10001","Kent, DE",31104
"10003","New Castle, DE",42750
"10005","Sussex, DE",34094
"11001","District of Columbia, DC",51060
"12001","Alachua, FL",30113
"12003","Baker, FL",23907
"12005","Bay, FL",31018
"12007","Bradford, FL",21123
"12009","Brevard, FL",31835
"12011","Broward, FL",35596
"12013","Calhoun, FL",18437
"12015","Charlotte, FL",28386
"12017","Citrus, FL",25420
"12019","Clay, FL",31053
"12021","Collier, FL",54221
"12023","Columbia, FL",23312
"12027","DeSoto, FL",17816
"12029","Dixie, FL",18048
"12031","Duval, FL",32981
"12033","Escambia, FL",28387
"12035","Flagler, FL",30972
"12037","Franklin, FL",28488
"12039","Gadsden, FL",24586
"12041","Gilchrist, FL",23689
"12043","Glades, FL",18029
"12045","Gulf, FL",22336
"12047","Hamilton, FL",16693
"12049","Hardee, FL",19872
"12051","Hendry, FL",21199
"12053","Hernando, FL",26721
"12055","Highlands, FL",23952
"12057","Hillsborough, FL",33341
"12059","Holmes, FL",20372
"12061","Indian River, FL",49915
"12063","Jackson, FL",22700
"12065","Jefferson, FL",27439
"12067","Lafayette, FL",17428
"12069","Lake, FL",29926
"12071","Lee, FL",36572
"12073","Leon, FL",31815
"12075","Levy, FL",23466
"12077","Liberty, FL",21881
"12079","Madison, FL",20262
"12081","Manatee, FL",35598
"12083","Marion, FL",26435
"12085","Martin, FL",51229
"12086","Miami-Dade, FL",32345
"12087","Monroe, FL",49471
"12089","Nassau, FL",37208
"12091","Okaloosa, FL",36111
"12093","Okeechobee, FL",21110
"12095","Orange, FL",29910
"12097","Osceola, FL",23251
"12099","Palm Beach, FL",50728
"12101","Pasco, FL",27301
"12103","Pinellas, FL",36167
"12105","Polk, FL",27787
"12107","Putnam, FL",22236
"12109","St. Johns, FL",45029
"12111","St. Lucie, FL",28080
"12113","Santa Rosa, FL",30449
"12115","Sarasota, FL",45458
"12117","Seminole, FL",34358
"12119","Sumter, FL",21765
"12121","Suwannee, FL",22951
"12123","Taylor, FL",24038
"12125","Union, FL",15776
"12127","Volusia, FL",29312
"12129","Wakulla, FL",23337
"12131","Walton, FL",30081
"12133","Washington, FL",21336
"13001","Appling, GA",21051
"13003","Atkinson, GA",20093
"13005","Bacon, GA",21074
"13007","Baker, GA",23319
"13009","Baldwin, GA",23308
"13011","Banks, GA",25390
"13013","Barrow, GA",26255
"13015","Bartow, GA",26326
"13017","Ben Hill, GA",23931
"13019","Berrien, GA",24448
"13021","Bibb, GA",29993
"13023","Bleckley, GA",26348
"13025","Brantley, GA",20547
"13027","Brooks, GA",22907
"13029","Bryan, GA",32367
"13031","Bulloch, GA",22251
"13033","Burke, GA",20655
"13035","Butts, GA",25049
"13037","Calhoun, GA",19485
"13039","Camden, GA",24404
"13043","Candler, GA",23013
"13045","Carroll, GA",24694
"13047","Catoosa, GA",24632
"13049","Charlton, GA",18237
"13051","Chatham, GA",32196
"13053","Chattahoochee, GA",18845
"13055","Chattooga, GA",20824
"13057","Cherokee, GA",36340
"13059","Clarke, GA",22767
"13061","Clay, GA",28799
"13063","Clayton, GA",22243
"13065","Clinch, GA",18660
"13067","Cobb, GA",40623
"13069","Coffee, GA",22831
"13071","Colquitt, GA",22290
"13073","Columbia, GA",34300
"13075","Cook, GA",20798
"13077","Coweta, GA",30629
"13079","Crawford, GA",22100
"13081","Crisp, GA",22228
"13083","Dade, GA",23327
"13085","Dawson, GA",30899
"13087","Decatur, GA",24213
"13089","DeKalb, GA",33874
"13091","Dodge, GA",21121
"13093","Dooly, GA",18974
"13095","Dougherty, GA",24825
"13097","Douglas, GA",27272
"13099","Early, GA",25273
"13101","Echols, GA",17846
"13103","Effingham, GA",27190
"13105","Elbert, GA",23346
"13107","Emanuel, GA",22681
"13109","Evans, GA",23667
"13111","Fannin, GA",22705
"13113","Fayette, GA",41079
"13115","Floyd, GA",28058
"13117","Forsyth, GA",43572
"13119","Franklin, GA",26103
"13121","Fulton, GA",56684
"13123","Gilmer, GA",23565
"13125","Glascock, GA",26517
"13127","Glynn, GA",34838
"13129","Gordon, GA",25461
"13131","Grady, GA",22244
"13133","Greene, GA",27197
"13135","Gwinnett, GA",32977
"13137","Habersham, GA",24942
"13139","Hall, GA",28120
"13141","Hancock, GA",17316
"13143","Haralson, GA",23089
"13145","Harris, GA",32810
"13147","Hart, GA",24157
"13149","Heard, GA",18987
"13151","Henry, GA",29626
"13153","Houston, GA",30174
"13155","Irwin, GA",22025
"13157","Jackson, GA",28555
"13159","Jasper, GA",27620
"13161","Jeff Davis, GA",21867
"13163","Jefferson, GA",21837
"13165","Jenkins, GA",21554
"13167","Johnson, GA",18513
"13169","Jones, GA",24961
"13171","Lamar, GA",23097
"13173","Lanier, GA",19593
"13175","Laurens, GA",25549
"13177","Lee, GA",29773
"13179","Liberty, GA",22241
"13181","Lincoln, GA",22265
"13183","Long, GA",18954
"13185","Lowndes, GA",26201
"13187","Lumpkin, GA",24353
"13189","McDuffie, GA",27397
"13191","McIntosh, GA",20077
"13193","Macon, GA",20313
"13195","Madison, GA",25562
"13197","Marion, GA",20093
"13199","Meriwether, GA",22472
"13201","Miller, GA",27419
"13205","Mitchell, GA",22592
"13207","Monroe, GA",28645
"13209","Montgomery, GA",19888
"13211","Morgan, GA",31706
"13213","Murray, GA",20898
"13215","Muscogee, GA",31188
"13217","Newton, GA",24578
"13219","Oconee, GA",39400
"13221","Oglethorpe, GA",24146
"13223","Paulding, GA",27409
"13225","Peach, GA",24577
"13227","Pickens, GA",31030
"13229","Pierce, GA",23717
"13231","Pike, GA",25724
"13233","Polk, GA",22629
"13235","Pulaski, GA",23555
"13237","Putnam, GA",26885
"13239","Quitman, GA",27998
"13241","Rabun, GA",27425
"13243","Randolph, GA",21755
"13245","Richmond, GA",26894
"13247","Rockdale, GA",29866
"13249","Schley, GA",22608
"13251","Screven, GA",20822
"13253","Seminole, GA",23226
"13255","Spalding, GA",24877
"13257","Stephens, GA",23681
"13259","Stewart, GA",18259
"13261","Sumter, GA",24315
"13263","Talbot, GA",22859
"13265","Taliaferro, GA",19890
"13267","Tattnall, GA",21121
"13269","Taylor, GA",21103
"13271","Telfair, GA",17284
"13273","Terrell, GA",23708
"13275","Thomas, GA",29062
"13277","Tift, GA",25445
"13279","Toombs, GA",23767
"13281","Towns, GA",26518
"13283","Treutlen, GA",18505
"13285","Troup, GA",27038
"13287","Turner, GA",21460
"13289","Twiggs, GA",20290
"13291","Union, GA",25624
"13293","Upson, GA",22692
"13295","Walker, GA",23410
"13297","Walton, GA",28964
"13299","Ware, GA",22992
"13301","Warren, GA",21286
"13303","Washington, GA",23142
"13305","Wayne, GA",23516
"13307","Webster, GA",22086
"13309","Wheeler, GA",17525
"13311","White, GA",23968
"13313","Whitfield, GA",29806
"13315","Wilcox, GA",20301
"13317","Wilkes, GA",22061
"13319","Wilkinson, GA",21419
"13321","Worth, GA",23544
"15001","Hawaii, HI",26808
"15003","Honolulu, HI",36757
"15007","Kauai, HI",30320
"15901","Maui + Kalawao, HI",30781
"16001","Ada, ID",36995
"16003","Adams, ID",26349
"16005","Bannock, ID",25852
"16007","Bear Lake, ID",21430
"16009","Benewah, ID",24183
"16011","Bingham, ID",21709
"16013","Blaine, ID",56751
"16015","Boise, ID",25880
"16017","Bonner, ID",24854
"16019","Bonneville, ID",30865
"16021","Boundary, ID",21436
"16023","Butte, ID",20211
"16025","Camas, ID",30422
"16027","Canyon, ID",21248
"16029","Caribou, ID",26425
"16031","Cassia, ID",25802
"16033","Clark, ID",24843
"16035","Clearwater, ID",24547
"16037","Custer, ID",25384
"16039","Elmore, ID",27173
"16041","Franklin, ID",21142
"16043","Fremont (includes Yellowstone Park), ID",20218
"16045","Gem, ID",20963
"16047","Gooding, ID",30919
"16049","Idaho, ID",22351
"16051","Jefferson, ID",23633
"16053","Jerome, ID",25291
"16055","Kootenai, ID",27745
"16057","Latah, ID",27072
"16059","Lemhi, ID",23766
"16061","Lewis, ID",28798
"16063","Lincoln, ID",24093
"16065","Madison, ID",15415
"16067","Minidoka, ID",21707
"16069","Nez Perce, ID",28875
"16071","Oneida, ID",21364
"16073","Owyhee, ID",22575
"16075","Payette, ID",25807
"16077","Power, ID",22620
"16079","Shoshone, ID",24325
"16081","Teton, ID",23026
"16083","Twin Falls, ID",26407
"16085","Valley, ID",33213
"16087","Washington, ID",23364
"17001","Adams, IL",30032
"17003","Alexander, IL",18995
"17005","Bond, IL",26745
"17007","Boone, IL",27971
"17009","Brown, IL",21093
"17011","Bureau, IL",30465
"17013","Calhoun, IL",26797
"17015","Carroll, IL",27833
"17017","Cass, IL",27695
"17019","Champaign, IL",30486
"17021","Christian, IL",27893
"17023","Clark, IL",27839
"17025","Clay, IL",26509
"17027","Clinton, IL",31336
"17029","Coles, IL",25948
"17031","Cook, IL",38369
"17033","Crawford, IL",26085
"17035","Cumberland, IL",25689
"17037","DeKalb, IL",27886
"17039","De Witt, IL",29087
"17041","Douglas, IL",31076
"17043","DuPage, IL",48889
"17045","Edgar, IL",27222
"17047","Edwards, IL",27571
"17049","Effingham, IL",29260
"17051","Fayette, IL",23318
"17053","Ford, IL",32432
"17055","Franklin, IL",24074
"17057","Fulton, IL",26148
"17059","Gallatin, IL",23853
"17061","Greene, IL",25883
"17063","Grundy, IL",37065
"17065","Hamilton, IL",23915
"17067","Hancock, IL",28791
"17069","Hardin, IL",21291
"17071","Henderson, IL",26231
"17073","Henry, IL",29887
"17075","Iroquois, IL",29217
"17077","Jackson, IL",25252
"17079","Jasper, IL",27199
"17081","Jefferson, IL",27503
"17083","Jersey, IL",28744
"17085","Jo Daviess, IL",31662
"17087","Johnson, IL",19147
"17089","Kane, IL",33955
"17091","Kankakee, IL",27681
"17093","Kendall, IL",34779
"17095","Knox, IL",27181
"17097","Lake, IL",50261
"17099","LaSalle, IL",28969
"17101","Lawrence, IL",30843
"17103","Lee, IL",28094
"17105","Livingston, IL",29571
"17107","Logan, IL",25047
"17109","McDonough, IL",24344
"17111","McHenry, IL",37875
"17113","McLean, IL",34187
"17115","Macon, IL",31340
"17117","Macoupin, IL",28214
"17119","Madison, IL",30428
"17121","Marion, IL",26386
"17123","Marshall, IL",31089
"17125","Mason, IL",27113
"17127","Massac, IL",24345
"17129","Menard, IL",32256
"17131","Mercer, IL",29561
"17133","Monroe, IL",35661
"17135","Montgomery, IL",25088
"17137","Morgan, IL",27152
"17139","Moultrie, IL",36446
"17141","Ogle, IL",28697
"17143","Peoria, IL",32445
"17145","Perry, IL",22606
"17147","Piatt, IL",32823
"17149","Pike, IL",24787
"17151","Pope, IL",21711
"17153","Pulaski, IL",22849
"17155","Putnam, IL",31955
"17157","Randolph, IL",23836
"17159","Richland, IL",26636
"17161","Rock Island, IL",32693
"17163","St. Clair, IL",30405
"17165","Saline, IL",25104
"17167","Sangamon, IL",32765
"17169","Schuyler, IL",29399
"17171","Scott, IL",25497
"17173","Shelby, IL",25852
"17175","Stark, IL",29104
"17177","Stephenson, IL",28720
"17179","Tazewell, IL",31066
"17181","Union, IL",25393
"17183","Vermilion, IL",26491
"17185","Wabash, IL",27653
"17187","Warren, IL",27123
"17189","Washington, IL",31167
"17191","Wayne, IL",26385
"17193","White, IL",28983
"17195","Whiteside, IL",26989
"17197","Will, IL",32676
"17199","Williamson, IL",27522
"17201","Winnebago, IL",29298
"17203","Woodford, IL",32553
"18001","Adams, IN",28239
"18003","Allen, IN",30681
"18005","Bartholomew, IN",31715
"18007","Benton, IN",28812
"18009","Blackford, IN",25642
"18011","Boone, IN",45372
"18013","Brown, IN",29651
"18015","Carroll, IN",27485
"18017","Cass, IN",26445
"18019","Clark, IN",28659
"18021","Clay, IN",26209
"18023","Clinton, IN",26388
"18025","Crawford, IN",22435
"18027","Daviess, IN",27281
"18029","Dearborn, IN",34223
"18031","Decatur, IN",28331
"18033","DeKalb, IN",28807
"18035","Delaware, IN",25679
"18037","Dubois, IN",35488
"18039","Elkhart, IN",29775
"18041","Fayette, IN",28025
"18043","Floyd, IN",34327
"18045","Fountain, IN",26399
"18047","Franklin, IN",30248
"18049","Fulton, IN",26317
"18051","Gibson, IN",31933
"18053","Grant, IN",25407
"18055","Greene, IN",25351
"18057","Hamilton, IN",47367
"18059","Hancock, IN",36181
"18061","Harrison, IN",30542
"18063","Hendricks, IN",33495
"18065","Henry, IN",26799
"18067","Howard, IN",30067
"18069","Huntington, IN",28646
"18071","Jackson, IN",28533
"18073","Jasper, IN",29008
"18075","Jay, IN",25513
"18077","Jefferson, IN",26525
"18079","Jennings, IN",23783
"18081","Johnson, IN",33441
"18083","Knox, IN",27534
"18085","Kosciusko, IN",30943
"18087","Lagrange, IN",23440
"18089","Lake, IN",29013
"18091","LaPorte, IN",27152
"18093","Lawrence, IN",25693
"18095","Madison, IN",27061
"18097","Marion, IN",33704
"18099","Marshall, IN",26254
"18101","Martin, IN",27370
"18103","Miami, IN",24232
"18105","Monroe, IN",27143
"18107","Montgomery, IN",28181
"18109","Morgan, IN",30796
"18111","Newton, IN",27946
"18113","Noble, IN",24982
"18115","Ohio, IN",42094
"18117","Orange, IN",22462
"18119","Owen, IN",24949
"18121","Parke, IN",23158
"18123","Perry, IN",26297
"18125","Pike, IN",24091
"18127","Porter, IN",33928
"18129","Posey, IN",29877
"18131","Pulaski, IN",27563
"18133","Putnam, IN",24844
"18135","Randolph, IN",25917
"18137","Ripley, IN",28736
"18139","Rush, IN",29358
"18141","St. Joseph, IN",30965
"18143","Scott, IN",24352
"18145","Shelby, IN",30036
"18147","Spencer, IN",27925
"18149","Starke, IN",22051
"18151","Steuben, IN",26902
"18153","Sullivan, IN",23285
"18155","Switzerland, IN",21315
"18157","Tippecanoe, IN",26364
"18159","Tipton, IN",31181
"18161","Union, IN",27374
"18163","Vanderburgh, IN",31511
"18165","Vermillion, IN",26456
"18167","Vigo, IN",27025
"18169","Wabash, IN",27459
"18171","Warren, IN",27992
"18173","Warrick, IN",33813
"18175","Washington, IN",24021
"18177","Wayne, IN",27148
"18179","Wells, IN",28149
"18181","White, IN",25774
"18183","Whitley, IN",28782
"19001","Adair, IA",31598
"19003","Adams, IA",31615
"19005","Allamakee, IA",26985
"19007","Appanoose, IA",24979
"19009","Audubon, IA",33977
"19011","Benton, IA",30221
"19013","Black Hawk, IA",29318
"19015","Boone, IA",32470
"19017","Bremer, IA",30195
"19019","Buchanan, IA",28641
"19021","Buena Vista, IA",29214
"19023","Butler, IA",29958
"19025","Calhoun, IA",31317
"19027","Carroll, IA",32903
"19029","Cass, IA",29890
"19031","Cedar, IA",31252
"19033","Cerro Gordo, IA",34374
"19035","Cherokee, IA",32587
"19037","Chickasaw, IA",27289
"19039","Clarke, IA",23952
"19041","Clay, IA",31243
"19043","Clayton, IA",28016
"19045","Clinton, IA",27826
"19047","Crawford, IA",28497
"19049","Dallas, IA",44059
"19051","Davis, IA",22622
"19053","Decatur, IA",21843
"19055","Delaware, IA",25798
"19057","Des Moines, IA",28962
"19059","Dickinson, IA",37103
"19061","Dubuque, IA",29269
"19063","Emmet, IA",28545
"19065","Fayette, IA",25379
"19067","Floyd, IA",28478
"19069","Franklin, IA",30990
"19071","Fremont, IA",35146
"19073","Greene, IA",31631
"19075","Grundy, IA",33547
"19077","Guthrie, IA",32863
"19079","Hamilton, IA",31990
"19081","Hancock, IA",33367
"19083","Hardin, IA",31694
"19085","Harrison, IA",30293
"19087","Henry, IA",28194
"19089","Howard, IA",29159
"19091","Humboldt, IA",31328
"19093","Ida, IA",33882
"19095","Iowa, IA",34735
"19097","Jackson, IA",26842
"19099","Jasper, IA",31958
"19101","Jefferson, IA",28783
"19103","Johnson, IA",34458
"19105","Jones, IA",26244
"19107","Keokuk, IA",28836
"19109","Kossuth, IA",32148
"19111","Lee, IA",27105
"19113","Linn, IA",33926
"19115","Louisa, IA",27517
"19117","Lucas, IA",25412
"19119","Lyon, IA",29770
"19121","Madison, IA",29901
"19123","Mahaska, IA",28656
"19125","Marion, IA",28602
"19127","Marshall, IA",29246
"19129","Mills, IA",36456
"19131","Mitchell, IA",27966
"19133","Monona, IA",29580
"19135","Monroe, IA",27949
"19137","Montgomery, IA",30187
"19139","Muscatine, IA",31861
"19141","O'Brien, IA",31537
"19143","Osceola, IA",32107
"19145","Page, IA",27780
"19147","Palo Alto, IA",30235
"19149","Plymouth, IA",33448
"19151","Pocahontas, IA",30786
"19153","Polk, IA",37638
"19155","Pottawattamie, IA",29382
